time_slot,T2,T3,T4,other,zongti
05:30,0.008636399651374693,0.005574493683577301,0.002055997336606664,0.0029090812556602508,0.002880482394488536
05:45,0.01616353696220585,0.0068578303589332265,0.0029315116536165475,0.0038887605516452948,0.003872610800367697
06:00,0.010458759210839077,0.007800280729897734,0.005167948805920459,0.005267496286778007,0.0053009600475414954
06:15,0.016955867205451232,0.01350511329456587,0.008127415923940805,0.008364354481457392,0.008423884778950569
06:30,0.03240630694873623,0.028413876077802287,0.013184813575173515,0.013842886718507877,0.013996770431329249
06:45,0.035417161873068696,0.035271706436735516,0.01757382148656994,0.016228092233791788,0.016605436824207058
07:00,0.031455510656841774,0.0335572488470022,0.020045338680451254,0.017226768418549195,0.017687768685459456
07:15,0.05581966563663735,0.032183677561660316,0.02620316506685168,0.02131804067550501,0.02195363586235106
07:30,0.06818001743126535,0.03851012632845398,0.03194038878426768,0.026437093325016918,0.02715924110287589
07:45,0.04215196894065446,0.030870262682975737,0.03085647918715675,0.02530142034622804,0.02588806288243991
08:00,0.019015925837889233,0.022789252055343896,0.025708861628075418,0.020348834023330372,0.0208341485073301
08:15,0.014024245305443309,0.017976739522759175,0.020962786194066833,0.01806701542194221,0.01830461564395348
08:30,0.017352032327073923,0.0179366352516543,0.017550948833875923,0.016918921400494478,0.016985760020009164
08:45,0.011092623405435386,0.015309805494285142,0.015066724610720159,0.01593717193073296,0.015841831145488528
09:00,0.00887409872434831,0.015129336274313215,0.01443010244407001,0.015811500205008093,0.015665698760573835
09:15,0.006615957531098962,0.012893523160216563,0.013497406495325085,0.015165971311531806,0.014973554385504578
09:30,0.006853656604072577,0.01361540004010427,0.013379231123072662,0.015133700955604392,0.014942865482096916
09:45,0.00518976309325727,0.012301985161419692,0.012966252671652904,0.015248534712734772,0.01499163891786981
10:00,0.005031297044608193,0.013134148786845799,0.013230558880561549,0.014815381293739271,0.014633236367358887
10:15,0.005070913556770462,0.010918387808301584,0.013398291666984342,0.014781406088819466,0.014593011983249558
10:30,0.004753981459472308,0.011941046721475838,0.013868451750139142,0.014864334814806516,0.014718507677541608
10:45,0.0073686712621820775,0.011800681772608783,0.015050205472663367,0.014938130421191468,0.01489255760115364
11:00,0.006140559385151731,0.011058752757168638,0.01748360157872132,0.015229659598890435,0.015353329565174408
11:15,0.005506695190555424,0.01083817926609184,0.02005423360094337,0.01603032975067436,0.016291533183637248
11:30,0.005902860312178116,0.012171646280328855,0.020350307383038148,0.017192062564061222,0.01737835877717434
11:45,0.004952064020283654,0.010266693402847403,0.018489998297258076,0.01597199956014896,0.01609632983731922
12:00,0.005427462166230885,0.008211349508722678,0.014743966067149025,0.014656465012662765,0.014568022447617604
12:15,0.004516282386498692,0.0066773611389613,0.011136440456131522,0.012453800114492788,0.01225506555971792
12:30,0.004238966801362808,0.0068979346300380995,0.00982634573793531,0.011606611940202178,0.011381199035184718
12:45,0.005031297044608193,0.007339081612191698,0.009363809872345185,0.01140349136025152,0.01116549988551943
13:00,0.004912447508121385,0.007509524764387408,0.009954686733607297,0.011617937008508779,0.011411011112780733
13:15,0.004753981459472308,0.006536996190094245,0.010807328397923163,0.011957080183066685,0.01177872993754041
13:30,0.0070121226527216545,0.008131140966512934,0.013398291666984342,0.013838137496314786,0.013718926252263444
13:45,0.008992948260835116,0.009995989572889512,0.018174863971251617,0.01629470311942309,0.01636781702925058
14:00,0.007566753822993423,0.012362141568077,0.022676964443190683,0.01804290398619267,0.018351525824876622
14:15,0.00518976309325727,0.010687788249448566,0.022051778602887546,0.01811633426779354,0.018338811850607734
14:30,0.005625544727042231,0.011229195909364347,0.016231959195187592,0.015934614657244373,0.015880301877974564
14:45,0.006259408921638539,0.010978544214958893,0.013497406495325085,0.014516910945142708,0.014367448543203236
15:00,0.006100942872989462,0.01142971726488871,0.013519008445091655,0.014642704445795605,0.014487025663266664
15:15,0.00827985104191427,0.010968518147182676,0.013403374478694123,0.014730991268615885,0.014557500537877834
15:30,0.008557166627050155,0.012672949669139764,0.014121321632700778,0.015180340753039107,0.015043262037530557
15:45,0.009270263845971,0.01444756366553038,0.015416167915767644,0.015768757205270274,0.015705923144683165
16:00,0.01188495364868077,0.017525566472829355,0.017046479771680098,0.01679812067189073,0.016813902160926254
16:15,0.016401236035179463,0.017435331862843392,0.018717454121270804,0.017631913604098264,0.017719992034037502
16:30,0.020877901909515887,0.020703829957890517,0.019389655969889424,0.018424790160488397,0.01853971456470147
16:45,0.02682037873385627,0.022458391818728694,0.021031404152148887,0.018925772214395477,0.019167850655520458
17:00,0.04025037635686554,0.03633446962101464,0.02939898292937687,0.023288967885637755,0.0240055178648327
17:15,0.0621979240947627,0.03411870864247042,0.029365944653263292,0.023785931366919914,0.02448645682252136
17:30,0.06576341018936693,0.03573290555444155,0.027775024588101646,0.025584181729108993,0.025995254837913817
17:45,0.04326123128119801,0.02806296370563465,0.022679505849045576,0.021749123920724034,0.021957910388182844
18:00,0.023056810078440695,0.022678965309805493,0.01801602610532094,0.018101721276430182,0.018158076130181888
18:15,0.01136993899057127,0.015720874273110086,0.014285242310341235,0.014631379377489004,0.014604410718800975
18:30,0.009904128040567308,0.011299378383797874,0.01155450171926106,0.012696132221268454,0.012574668568063439
18:45,0.008042151968940654,0.008381792660918388,0.009197347788849836,0.01081105633539543,0.010637650746907628
19:00,0.005070913556770462,0.007288951273310608,0.008803429881341761,0.01010926742517022,0.009951863358972817
19:15,0.0056651612392045,0.006647282935632645,0.007883440961871288,0.009199730487729289,0.009048513566522965
19:30,0.005942476824340385,0.008161219169841588,0.007165493807864635,0.008923423176033818,0.008755215332526873
19:45,0.005229379605419538,0.007499498696611189,0.006986324695094833,0.008973837996237398,0.008775930342327045
20:00,0.005229379605419538,0.009835572488470022,0.007706813254956377,0.009244421886315555,0.009107151292676894
20:15,0.0038031851675778463,0.007679967916583116,0.007173118025429307,0.008766577068733787,0.008603524467111852
20:30,0.004238966801362808,0.007900541407659915,0.006849088778930729,0.008676585396921116,0.008498195766487696
20:45,0.0029316219000079234,0.0069580910366954084,0.006183240444949337,0.00797394406219971,0.007794433449414111
21:00,0.0036447191189287694,0.006426709444555845,0.006020590470236326,0.007484530626455287,0.007336072756375373
21:15,0.003922034704064654,0.00481251253258472,0.0050980601449109614,0.006591311529370103,0.006435682251039833
21:30,0.005031297044608193,0.0045618608381792665,0.004793091442324065,0.006489264139682662,0.006317858782599699
21:45,0.0032881705094683464,0.003970322839382394,0.00369393341008379,0.005492171028989618,0.00531433164116912
22:00,0.002693922827034308,0.004140765991578103,0.003593547878815603,0.004958187969586955,0.00482528204472272
22:15,0.0018223595594643847,0.00311810707840385,0.0030191901556102805,0.004223519828794193,0.004100914321075418
22:30,0.001980825608113462,0.004040505313815922,0.003026814373174953,0.004198068868836347,0.004089186775844632
22:45,0.0007130972189208462,0.0034589933827952678,0.0024028992357992595,0.0035921168269691522,0.003480121646428979
23:00,0.002337374217573885,0.0016041708441949067,0.0018679333033447443,0.0030980759439596653,0.0029735355337496285
23:15,0.001346961413517154,0.0006115901343493082,0.0014854517221836775,0.0025705469557424855,0.002452152985498726
23:30,0.000673480706758577,0.0004311209143773812,0.001209709186928025,0.002326631774902455,0.0022049977098405832
23:45,0.0002376990729736154,0.0005614597954682174,0.0010661197561266942,0.002127407992648691,0.0020135208732220576
