cid,nlane,turn,dnroad,geom,len
5084_5174,3,S#R#U,5174_5184#5174_5199#5174_5084,0105000020E61000000100000001020000001600000010EAAFE522AC5D40901E2507D0F53E401882AFF721AC5D40A0F75A98D1F53E40A81AC38A1DAC5D40B09D6B49DBF53E4000B762AA19AC5D405051550BE6F53E40B0C647C816AC5D407076BEBBEFF53E407819A2D013AC5D40E06491E9FAF53E4020A9F1E410AC5D40F0D5D18F0BF63E40C8182B460AAC5D40B0AB596C35F63E40E83AE26A06AC5D40D01EC9084FF63E409018412603AC5D40C0B3513863F63E40E8F469D300AC5D40E050EA6570F63E40507A24CDFBAB5D4000D0777D87F63E40183CF0F7ECAB5D4030748B51BBF63E40B824A176DDAB5D407080DBE5EBF63E40C0A439CBCFAB5D40F04D86FC16F73E40D044BC08C2AB5D40005E543C42F73E406096653EB6AB5D400088A77067F73E4018748471AFAB5D40508C70237DF73E4028DC48FFA9AB5D40A0DCDD4791F73E40A89374E6A1AB5D407010B6AAB5F73E4000370B4E99AB5D4020D22A65DFF73E40907D5C2A95AB5D40F0D1A24BF3F73E40,1252.5136738815143
5174_5184,4,L#S#U#R,5184_5176#5184_5244#5184_5174#5184_5199,0105000020E610000001000000010200000006000000907D5C2A95AB5D40F0D1A24BF3F73E40D8BB593290AB5D40B055D02E0BF83E40F89A98DA84AB5D40E002A58239F83E40103193E57AAB5D4050C5162763F83E40103B061070AB5D4080A77E8F8EF83E40C80A1CA86AAB5D4000C44AFDA3F83E40,388.47245736177285
9007_9009,2,S#R#L#U,9009_9011#9009_9008#9009_4802#9009_9007,0105000020E61000000100000001020000000200000050547E38B9AC5D40D02689BD81F23E40F84101A1D6AC5D40506A6F2AB1F13E40,392.3295316585948
9013_9010,3,R#S#L#U,9010_9012#9010_9011#9010_9008#9010_9013,0105000020E610000001000000010200000003000000F100819479AC5D403C5CDD772DF03E405DD8A21E85AC5D40A3C06D3336F03E407C5AEAC5B5AC5D40C84ECB5178F03E40,373.9465194692128
5184_5244,3,L#S#U,5244_5236#5244_5298#5244_5184,0105000020E610000001000000010200000017000000C80A1CA86AAB5D4000C44AFDA3F83E40E86EB5F362AB5D4040F3B987C2F83E401060B52557AB5D40E0E02152F4F83E40A80686EB52AB5D403046EC3907F93E40087E71CF51AB5D40D0DEBBD50CF93E40B09442794FAB5D40907ABC5B1CF93E4018D122BA4BAB5D40B06B4EA73AF93E40F8DDF0FF46AB5D407056A14E67F93E40F01FB48641AB5D40A065F2B499F93E4058456BF13BAB5D40608BDECFC7F93E4028227D0C36AB5D409092396BF7F93E40482D1EF52FAB5D40D08B77AD28FA3E40D8F6553D29AB5D40A0ED64EC5BFA3E40583F53D522AB5D40C038EBD28DFA3E4090B216501CAB5D40B0F9E792BFFA3E40B01F85FF15AB5D4090D537B4F1FA3E40A03E8A260FAB5D40000B188526FB3E404877EF2C0AAB5D40F08CAC924EFB3E405833857D04AB5D4000C05D427AFB3E4030D4248FFFAA5D40100E48FFA1FB3E4058695931FBAA5D4040B19EFFC3FB3E40C04B8183F8AA5D403090FB8BDDFB3E4040C970EBF7AA5D408063144DE5FB3E40,1568.8844307472746
5244_5298,2,U#S,5298_5244#5298_9056,0105000020E61000000100000001020000002100000040C970EBF7AA5D408063144DE5FB3E4018BBEDAAF6AA5D40C0CE10A5F5FB3E40B01B998EF3AA5D40C07C18B21EFC3E4080F6AFEEF0AA5D40307123C044FC3E4060D3A8FFEDAA5D40B02D9FC66CFC3E408881856BECAA5D40200DEBC383FC3E40B804309DEAAA5D405017337395FC3E40A86FD8A4E5AA5D402093E3C0BEFC3E4030B73451E0AA5D40603B9452E4FC3E40C8A7F0A2DAAA5D40E0544C2E11FD3E409878082FD6AA5D401064EC4734FD3E40002C0184D1AA5D40D077E20C5AFD3E40D07F6414CDAA5D40802A04D27BFD3E40D04CAD1ACBAA5D40B05D0A178BFD3E4030AA2B5DC9AA5D40B0F45A1097FD3E40B010DF54C7AA5D40D042A2ADA3FD3E4050F5D19AC0AA5D40504510A5C5FD3E40A0FF9681BCAA5D4090249122D7FD3E4020295D25B8AA5D40B08DFF0FEBFD3E40F8A871CFB0AA5D40601E99EB0DFE3E40B841A6E2AAAA5D4000B5AF7B2CFE3E4098E55115A6AA5D4020FA706848FE3E4068B1DE8CA0AA5D40B071A26F68FE3E40406B312499AA5D40C0ACE69994FE3E40885A0FD694AA5D40005AF407B0FE3E40A08E572593AA5D4030CDC218BDFE3E4030B084DE90AA5D4060ED7436D0FE3E40C05864B08CAA5D4070565FC5F8FE3E4048FF61D188AA5D40E0ABD45B1FFF3E40B0E4966886AA5D40702B6D8038FF3E40209F1C4784AA5D4000109EE04DFF3E401091AA5882AA5D4030A9F9E85CFF3E4060D7394A81AA5D4030034F4064FF3E40,1677.1726136289437
5101_5020,3,R#L#U,5020_4986#5020_5045#5020_5101,0105000020E610000001000000010200000004000000C810C26EBBB45D40C069ACCAACF53E402007669EBFB45D4060F1FB7B4CF53E40D01DD4B0C5B45D4070CE2984B2F43E40B02A144CC9B45D40308F8C473CF43E40,628.7377215971985
5056_5052,3,S#R#U,5052_5026#5052_5281#5052_5056,0105000020E6100000010000000102000000150000000890DD7C58B35D4040A93F2DCCF43E40F040850C4CB35D4080B1145CBBF43E402803237640B35D40D0A10AC1A2F43E4058BB0EBE38B35D40B0D7A7C893F43E40C0A3C4832DB35D40801D88647CF43E40081EAAEC25B35D40202D7BAA74F43E40687A2AF623B35D40F01A5EF773F43E40101DABFC21B35D409073324373F43E4020A677701EB35D4020B3B93274F43E40488A48E718B35D40A065D2F077F43E40A8BE4BFA12B35D4060C9C1EB81F43E4098591A7E0BB35D40D0A0E3758DF43E406827522007B35D40004D6D4B92F43E4020F811F2F3B25D40709E504D9EF43E4070EB7E80DBB25D4080743056ACF43E405845B77FC1B25D4020854AE7B9F43E40683A7078A8B25D40E0D58C28C7F43E4098F68E9992B25D40B0B88A02D3F43E40009D248B8BB25D4030E017D1D5F43E40E04D82FA80B25D4000A0EF20D6F43E40B807A20D71B25D4070344679D3F43E40,1405.737284811665
5066_5056,3,S#U#L,5056_5052#5056_5066#5056_4929,0105000020E610000001000000010200000005000000D093A5B58DB35D4060DED86A11F53E4070DD06B57FB35D40D0D68A3B00F53E40684BF11972B35D40B0999674EEF43E40B02E54BC59B35D40200125DDCDF43E400890DD7C58B35D4040A93F2DCCF43E40,331.7666504248684
5076_5066,3,S#U#L,5066_5056#5066_5076#5066_4947,0105000020E61000000100000001020000000B000000805F661CE6B35D406066CDD94CF53E40F826DB9AD6B35D40F0B7CE1025F53E40F0EAEB7FD4B35D4070B4363C26F53E4050A62C0BD2B35D407049A25F27F53E4028DFC6E2CEB35D40204860DE29F53E4028E4F8ABC4B35D40204130352CF53E4030FE8135B8B35D40A08D206529F53E4040A69CCCABB35D40205B0D9826F53E40101EAEEE9BB35D40E0B066041EF53E4018D9904A94B35D4080C4B47E19F53E40D093A5B58DB35D4060DED86A11F53E40,543.1777589052804
5101_5076,4,S#R#U#L,5076_5066#5076_5140#5076_5101#5076_4986,0105000020E610000001000000010200000002000000C810C26EBBB45D40C069ACCAACF53E40805F661CE6B35D406066CDD94CF53E40,1254.5531515934772
5154_5101,3,S#L#U#R,5101_5076#5101_5020#5101_5154#5101_5113,0105000020E61000000100000001020000002C00000008B9116A34B75D4000FB12E5E3F63E40E850C30D31B75D40F057F86FE8F63E4020D232692BB75D40C0B39E10F0F63E4088AA7AF424B75D4010A7FF2BF9F63E40D8E0DF3522B75D4000B5DE6AFBF63E40D8E6DE471EB75D4080E8E849FDF63E404867DB611AB75D40604AF729FDF63E40B8937D3415B75D40C0A5BDAAFBF63E40085A113A0AB75D403074960DF6F63E40D826184504B75D40B0C17D4FF2F63E40E8A8E6B600B75D40D08E1431EFF63E40182E2175F4B65D404077CAF6E3F63E40B02D593BE8B65D4070505FFCD8F63E40B08EE23DE3B65D40F09D463ED5F63E4018A63DC5D4B65D4010F8CC64C8F63E40B02FA53DC4B65D4070CD9D0DB7F63E4040812963B9B65D40705A8D52ADF63E402846CF2DB4B65D40A0D5D7D4A8F63E40304CCE3FB0B65D4020E63A16A6F63E40D07E5341ADB65D4060A30F77A4F63E4010BD19C3A9B65D403042A257A3F63E40C0A35177A1B65D409070A658A1F63E404014D5C08EB65D40D0F2D9FA9CF63E40C0C8441782B65D40E04E413C9AF63E40C8EAAF8771B65D40402BF9DD96F63E40409A51636AB65D4030E96EFF93F63E40B86A38AE64B65D40107A22A190F63E40E0A5874D56B65D4090A4624588F63E40588ACDFC47B65D40E06D35CA7EF63E4008A9E8033AB65D40B018C6CE75F63E40F8DA15F527B65D40C05369B46AF63E40C8CBE99E14B65D402027571B5DF63E407037838A0DB65D404075DF1D58F63E40582DDCFE04B65D40A02EF02150F63E40484044BEF9B55D4020BBDEEC45F63E407099328EF6B55D401098970843F63E40D08219EBECB55D407039AEEB3CF63E40D8B7BDBEE5B55D4070D2992D39F63E40600DB2FADDB55D40B01060AF35F63E403064E8B7D3B55D40D02F43F033F63E40808B05C0C3B55D40B0EDB81131F63E40B8C4F230B2B55D40407D2A3230F63E40A08B5D7A92B55D40E0972EFC14F63E40C810C26EBBB45D40C069ACCAACF53E40,3752.3294636260644
5124_5135,3,S#R#U,5135_5154#5135_5303#5135_5124,0105000020E610000001000000010200000022000000E089D965D4B85D4090949E9D17F63E40180AAD8EC9B85D40B0F2CF3C1BF63E40E86A5274BEB85D408062BD5B1DF63E40B0BCBAB6B9B85D4000447BDB1DF63E4020E22CE0B6B85D4090D3ECFB1CF63E40F892BCF6A9B85D40105079FF15F63E40B01E6ABAA2B85D408059F32013F63E40E03BEBCC9DB85D4000BCA2C111F63E40D8F82F5799B85D40909D604112F63E40E8D4572293B85D4010FE2CA014F63E40C89424DC7FB85D40F0D24B3B1EF63E401817CCD46EB85D403099EAD626F63E40905C9B865BB85D40C09B6CB22FF63E40885EF21E4BB85D4060A5D7AD38F63E40682BEE9331B85D407089170942F63E40C8755EF322B85D40904AB0C646F63E40B0FC16C313B85D40E0EDA7C44AF63E40A0F6606107B85D40803EB2A24EF63E4088F3E97EFCB75D4090A5C66052F63E40802CFE68F8B75D40800F0DE151F63E40385D213CF2B75D4060A0C0824EF63E405845472BE4B75D40D088764843F63E4050E614C1D8B75D405034A80D39F63E4068C10BF5D0B75D40003F64B033F63E4048E13BB0CAB75D4070B1D5D130F63E40C035539BC4B75D40006E097230F63E4010EFB7E5BFB75D40606D68B131F63E403017D9B7BBB75D40E0A0729033F63E40B038DBCAB5B75D4070538B4E37F63E4030AE3725B1B75D4010A4952C3BF63E406048B92EAEB75D4030E61F0B3EF63E4070AE10ACA3B75D4010CE23C34DF63E40D0F8800B95B75D4050EFD8F861F63E40F8AC4AA693B75D40D0CE510A64F63E40,1900.1498530872072
9010_9012,1,U,9012_9010,0105000020E610000001000000010200000002000000A047E9C5B5AC5D40506CBE5178F03E40F05B2020C3AC5D4060DD69B9D3EF3E40,289.13530131214003
5351_5281,2,S#U,5281_5052#5281_5351,0105000020E61000000100000001020000001500000060B2BA6D10B25D405068A0A654023F4070880FF111B25D40309A0F8E2D023F406068FB1812B25D40E08307D51F023F40B0E84B7911B25D4050F92BCC11023F40F092D76E0EB25D40F02225ADE0013F40C8CB71460BB25D40608DE7FEAD013F409008AEDB08B25D405034FD568E013F4058F54EAC03B25D40308C8C993A013F40F86A2519FEB15D4080365085E4003F4018FCCCDFF8B15D4040C6954D95003F40307D6ABAF3B15D4000D09C8D46003F40789159F5EDB15D40B061C597F3FF3E40D054C919EDB15D4090B86FABDCFF3E40D821B441EDB15D4020DF34A3BDFF3E40F07DB734EFB15D4080FC895D6AFF3E4080E58195F1B15D400082447D0CFF3E40A869C8F9F4B15D4080E1A429B5FE3E40003E41FAF7B15D40300589CC60FE3E405855D9BEFAB15D40A080DF5917FE3E40F8AD44DDFDB15D40E0C42022C8FD3E40900CFB08FFB15D4030B9AAF6ADFD3E40,2044.91474936246
4947_5066,3,L#R#U,5066_5056#5066_5076#5066_4947,0105000020E61000000100000001020000000500000098179C38AEB35D40604B259C93F33E402808B1AFACB35D40A0F8BB68A9F33E407859B8BEA5B35D40D0BD0E16FAF33E4090840A9C99B35D40E0FE831F87F43E40D093A5B58DB35D4060DED86A11F53E40,673.2107432510146
4986_5076,5,L#S#R#U,5076_5066#5076_5140#5076_5101#5076_4986,0105000020E6100000010000000102000000020000006071BDE233B45D40906EBBA5DCF33E40805F661CE6B35D406066CDD94CF53E40,770.5366052203204
4645_4802,4,S#L#R#U,4802_4895#4802_9009#4802_4899#4802_4645,0105000020E610000001000000010200000009000000186FBBD595AD5D40308BD9379CF03E4040C709DE93AD5D406003E282A7F03E40D89A185888AD5D40E0BF81BCE3F03E40D092CA8B81AD5D40F0BF17FE0AF13E4080EBA26C7AAD5D40705AC1FA35F13E40D052FFE16DAD5D40B0B0FC408CF13E40D0601FAC65AD5D40E057B02ACEF13E40706FB5235CAD5D40702B507425F23E40B0E3310355AD5D40A0AE0C1C63F23E40,860.1179176397775
4802_4895,4,S#L#R#U,4895_5105#4895_9007#4895_4972#4895_4802,0105000020E610000001000000010200000004000000B0E3310355AD5D40A0AE0C1C63F23E40D8FB33744DAD5D408084217FA4F23E40989D7A4E41AD5D40907697F613F33E4058D041253BAD5D40406FE80F48F33E40,415.69699400708794
4895_5105,3,L#R#U,5105_5084#5105_5055#5105_4895,0105000020E61000000100000001020000000B00000058D041253BAD5D40406FE80F48F33E406827100435AD5D4050E0ABCA7CF33E40A0C170922CAD5D4010C67E3FCAF33E4048AD169627AD5D40202CB71CFEF33E40A06465AD21AD5D40E02194EA47F43E4048F0BCDD1DAD5D40A0E0393378F43E400803247419AD5D406065614DBAF43E4098850C6A13AD5D4030F9F56933F53E4008F33B730DAD5D40C03A723797F53E4090E7AC1C08AD5D4000E59492FBF53E40A8436A8405AD5D40E08703952FF63E40,1299.5995589340466
4891_4929,1,R,4929_4947,0105000020E610000001000000010200000015000000C8C9499DEAB35D40F070754CD2EE3E40C816C5EFE9B35D40709A43CED2EE3E40481C5936E9B35D40709B7BB2DCEE3E4038EBF589E4B35D40C03F04E015EF3E4048EAF4BEDCB35D40303AB69177EF3E40D876B6C1D5B35D40C0DA9F05CDEF3E40B84A9B0ACEB35D40409BAD0D2CF03E4028D42C00C8B35D4050A1062277F03E40109055D5C1B35D4040378C40C4F03E4058AE7467BBB35D40305F389313F13E40D8D5F3C1B4B35D4070CD5BF164F13E40A0083DF6AEB35D40C0AA1A61AAF13E40305E1828AAB35D40808798A8E4F13E40E8087AF1A3B35D405070B4C731F23E40686CC959A1B35D40D0B1D3214DF23E4000723B019BB35D40C0199F1D7EF23E40C0E022E390B35D40D0E86184CAF23E40787D6F9E8DB35D40D0868D70E2F23E40A01BC33185B35D406063DD3323F33E4018B4295480B35D4000FE062047F33E40308B11757EB35D407010269256F33E40,2061.6927756329956
4929_5056,3,L#R#U,5056_5052#5056_5066#5056_4929,0105000020E61000000100000001020000000E000000308B11757EB35D407010269256F33E40189829DB77B35D40F015D62D85F33E40F872C7516FB35D408056DDB3C6F33E40D83B96F064B35D40B0AC967615F43E40B0233BC764B35D40D0E0ACB119F43E40A81D80D265B35D40E01B5D2E2DF43E4098D30CE665B35D40500E41703DF43E40C0A92DE765B35D40C0A05E603EF43E4028D3667166B35D400086411A47F43E40C092A75666B35D4070A6FDD44DF43E4000B7FAC664B35D40F0D316165DF43E40A82C5AB860B35D40106556667FF43E40C0109D5E5CB35D408053EE319DF43E400890DD7C58B35D4040A93F2DCCF43E40,681.061372960568
5020_4986,5,S#R#L#U,4986_4947#4986_5076#4986_4943#4986_5020,0105000020E6100000010000000102000000040000001389194CC9B45D401DF883473CF43E402650485BAAB45D40ECC9F43227F43E40AA30F0BB6DB45D40D0592C6600F43E409B4BBBE233B45D4083D7B2A5DCF33E40,886.2722918951739
5113_5101,4,R#S#L#U,5101_5076#5101_5020#5101_5154#5101_5113,0105000020E610000001000000010200000006000000C293AB92A7B45D4049407541B7F73E40DD50AEA1AAB45D40CF3D6C2259F73E401A568E1CABB45D402757465D4AF73E40DF41C3CDAFB45D40E7DCD4DDC8F63E40C47783E4B4B45D4089373A0045F63E40E2FDC06EBBB45D40AED2A3CAACF53E40,891.4934241779092
9004_9003,2,L#U,9003_4718#9003_9004,0105000020E610000001000000010200000002000000687B4EF666AC5D405026F2BA04F33E40E8BC5F0220AC5D408095A42199F23E40,452.080273716634
5199_5184,4,R#R#L#U,5184_5176#5184_5244#5184_5174#5184_5199,0105000020E61000000100000001020000000E000000E896A187C0AB5D40604BB02180F93E4010BA34B3B3AB5D40E092708972F93E4068207EE79FAB5D40908A698D5EF93E4040F2539194AB5D4070C449BD4EF93E4030B742C589AB5D40D0B617CE3EF93E40E84C01D383AB5D4080BD509A2FF93E40F06249A27FAB5D402038C58F23F93E40B0BC95397EAB5D4060BC38C11CF93E40A81099A37BAB5D4080DB0B200AF93E406079EC0E79AB5D4000A7755DF0F83E40704FDD1D78AB5D40704A7B88E8F83E407095AAFE72AB5D40008EA9A7CEF83E40284964AD6EAB5D40B077601CB6F83E40C80A1CA86AAB5D4000C44AFDA3F83E40,662.9791354986816
9010_9011,2,S#R#U#L,9011_4668#9011_4609#9011_9010#9011_9009,0105000020E610000001000000010200000002000000A047E9C5B5AC5D40506CBE5178F03E4040E48357F8AC5D4060C046F7CBF03E40,413.26196341028503
9009_9011,2,L#S#R#U,9011_4668#9011_4609#9011_9010#9011_9009,0105000020E610000001000000010200000002000000F84101A1D6AC5D40506A6F2AB1F13E4040E48357F8AC5D4060C046F7CBF03E40,434.75142786327933
9008_9010,2,S#L#U#R,9010_9012#9010_9011#9010_9008#9010_9013,0105000020E6100000010000000102000000030000002019F6119EAC5D40C0D588DA62F13E40F827C438ACAC5D4060C9C436F4F03E40A047E9C5B5AC5D40506CBE5178F03E40,421.435621469662
4802_9009,2,L#S#U#R,9009_9011#9009_9008#9009_4802#9009_9007,0105000020E610000001000000010200000003000000B0E3310355AD5D40A0AE0C1C63F23E4040DA9E44F7AC5D403070C05BDEF13E40F84101A1D6AC5D40506A6F2AB1F13E40,796.2275069293701
9009_9008,2,L#S#U#R,9008_9010#9008_4669#9008_9009#9008_9006,0105000020E610000001000000010200000002000000F84101A1D6AC5D40506A6F2AB1F13E402019F6119EAC5D40C0D588DA62F13E40,355.49057421382116
4666_4645,4,S#R#L#U,4645_4609#4645_4802#4645_4607#4645_4666,0105000020E61000000100000001020000000600000050EB99D2B8AD5D4040E2CB6F11F13E4078C85AD1B3AD5D4000D63128FFF03E40D81CBD6DA8AD5D40F060BC3AD5F03E40281F73ECA0AD5D40209ABBFBBBF03E40C86C37FE9AAD5D40F05FBC00AAF03E40186FBBD595AD5D40308BD9379CF03E40,284.99275113968804
4794_4713,3,S#L#U,4713_4666#4713_4674#4713_4794,0105000020E61000000100000001020000000B0000008824097B20AE5D402088619E4DF23E40E85C9F4615AE5D4010E3B00638F23E4030E776220DAE5D40A0C8ADD228F23E4090E233110AAE5D40E0DF396B22F23E40B854394803AE5D40A0147E3412F23E40D871077A00AE5D407004DF2A0BF23E4018FAB887FBAD5D4060344AC2FEF13E40F0B52D58F7AD5D403012C3B0F1F13E4030CE5348F2AD5D40A0528A62E1F13E40485DF999EBAD5D40B06FF2F8C9F13E400058E846E2AD5D40203D2524A8F13E40,461.7016592673606
4521_4493,3,L#R#U,4493_4562#4493_4471#4493_4521,0105000020E6100000010000000102000000040000000080EE2E24AF5D4030D848AA20EE3E40F06629A023AF5D40901665E500EE3E40D0E76D5021AF5D4040C990AF79ED3E402882506220AF5D40A0E66D113DED3E40,385.6683181019874
5300_5210,2,S#U,5210_5199#5210_5300,0105000020E610000001000000010200000081000000C071D4CFF0AC5D4050AF87A8A2FF3E40B8885CCEF7AC5D40B0578E868FFF3E4080964BA3FCAC5D40A01369F27FFF3E4050A119E2FDAC5D40C04D85407AFF3E40B0B57E9AFDAC5D40E0B1C6B075FF3E4058002AF4F8AC5D40906B26935EFF3E40901BC8C4F7AC5D40907B885A5BFF3E4050CD14F6F1AC5D4010793C4E4DFF3E4080B76046E4AC5D4070863F902AFF3E40A87EAB63DFAC5D4070B34F9F1BFF3E4028882F1DD7AC5D409070487A03FF3E40F815DEC4D4AC5D4010B39690FCFE3E40B89E66F0D3AC5D40A0FD369BF9FE3E40F8182F27D2AC5D40808E93F2F5FE3E4000166C02D0AC5D40E0B69C76F1FE3E4090974B03CFAC5D40604556C3EDFE3E402082794ECEAC5D407066C5FBE7FE3E4018CE0902CDAC5D40302C2472D7FE3E40F8138397CBAC5D4020C3073CD1FE3E4040631994C9AC5D404082126ECBFE3E40E808100DC4AC5D40307D2E0EBFFE3E40A085F215AFAC5D4090901BC78DFE3E40C87840B8A6AC5D403099DBAB79FE3E40907726B8A1AC5D4080D5055469FE3E404021CF8998AC5D40A07A99724FFE3E40E8C720F690AC5D40B039A3343BFE3E40E8ACE15290AC5D40007CB69C38FE3E40406DF3EA8FAC5D4010B91E0133FE3E4040394BE28FAC5D406079F53625FE3E4008D0265C8FAC5D40D0718B8C1DFE3E40C0344A398DAC5D4010AE8C8F14FE3E4018E0C4F587AC5D4060938F3306FE3E40900536FB84AC5D40E017F789FDFD3E4078DA3ED783AC5D40F0DE3E10F8FD3E40600B07D07CAC5D40806E7D3FD2FD3E4000498E9775AC5D40C06F632AB2FD3E40A0C2356A6AAC5D40A0D5A3BF83FD3E403834E2255FAC5D40F014AF7553FD3E40201C20F654AC5D40C062F85527FD3E40B87490CD51AC5D40109AF5ED1AFD3E4018EC3C4D4DAC5D4020359A870CFD3E40C8FFE0ED48AC5D4090D058A002FD3E40501BAA6944AC5D40803BAEF2F6FC3E40D863D9CE42AC5D403093111FF1FC3E4000434BFB3FAC5D40D0ABD1EAE5FC3E4058181F5C3DAC5D4080A16EE4DDFC3E405871305C3CAC5D40C0A1FD70D9FC3E4050FBF6E03BAC5D40A0CFA03ED5FC3E40D8187EB43BAC5D4000D55BB7CCFC3E40B814CE103CAC5D40B02248B7BBFC3E40202404DE3BAC5D40C0EC9BF1B9FC3E4068BD41493BAC5D4050B2FCD0B7FC3E40F8CDEF613AAC5D405052E0A4B6FC3E40206F769438AC5D4060F2C254B5FC3E40781774B735AC5D4010C9F042B4FC3E40907585FF33AC5D40401FCD81B3FC3E400035C9BD30AC5D40C09EB7A4AFFC3E40D031E31725AC5D4090E8570D9EFC3E407826A95623AC5D4060194F3C9BFC3E4050259B5C20AC5D40600F94F292FC3E4038B83DD91EAC5D40305B2C5E8FFC3E4080779DA01CAC5D40805330BB8BFC3E40A859D73D19AC5D4020A5127889FC3E40F82DF8A914AC5D40E0812D9588FC3E4000BB20E310AC5D40C0C306488AFC3E40A02D5B160CAC5D4010160E918EFC3E40408C34E404AC5D40F0494AFB98FC3E40D00FD1F200AC5D40004E6839A0FC3E40F0A7AF1CFEAB5D40E0794940A5FC3E4010C4B752FDAB5D40D01BD962A5FC3E405063F6AAFCAB5D40300088F3A4FC3E4070B69A91FBAB5D40B0CEC9A9A2FC3E40E00AFE0AFBAB5D40801776B8A0FC3E404862FEE1F9AB5D408073E28C90FC3E405008CFE4F8AB5D40901D30F67BFC3E4038E10D52F8AB5D40203E9C6C75FC3E40E0E672F5F6AB5D40D0199A1D6FFC3E40D0442335F3AB5D4090EA9F0D64FC3E40F087AFE1EFAB5D40E0D7B2D05CFC3E40A0668EA0E9AB5D40209C391252FC3E40280D74DBE8AB5D4070502B5450FC3E40A0464646E8AB5D40F0657FD34DFC3E4050F8C68CE7AB5D4080CC42D343FC3E40B8A31BA8E6AB5D4040620C9D38FC3E40F8DB6AE5E4AB5D4030C16C1928FC3E40701E31C1E3AB5D40701639F515FC3E40C898DE12E1AB5D40408C8F0AF4FB3E4098D3ADBDE0AB5D4080E58D75ECFB3E40D8BF8608E1AB5D40902BFB76DEFB3E40B8D3DDAFE1AB5D40706F5F90BFFB3E4000A23144E2AB5D40D0823F8CA8FB3E4090815D36E2AB5D40608843E08FFB3E402857965AE2AB5D40D0052A8D5FFB3E40000DCD47E2AB5D4000CE401636FB3E40D8680796E2AB5D40F0E3E5E624FB3E40A8C110B3E3AB5D40D01E59B411FB3E40C8BB010BE5AB5D4070A0464F01FB3E40089D2F47E6AB5D40E0E0DD34F7FA3E4030C8701EE9AB5D40C0E1CDD3E6FA3E406089CF56EBAB5D40D0F040B3D7FA3E40A8F50594F0AB5D40A0E0832DAFFA3E40B0A5AAEAF4AB5D406020B92386FA3E407029F36BF8AB5D4080D1827D5FFA3E40D0FDA2F2F9AB5D40D0D6D37E53FA3E40E8947224FBAB5D40902D89954CFA3E4088CF4C86FCAB5D4010B39E0145FA3E40208FBFA5FDAB5D408056B75940FA3E4030C8E52B00AC5D40F08D796E38FA3E40305F78D401AC5D40605804C731FA3E40A0F0EED502AC5D40708057402BFA3E40E01CF46003AC5D40D034D7BF24FA3E4070BEEF8403AC5D40E0A3CB6319FA3E4050C95E2E03AC5D40C0D3A19610FA3E40F0C3954102AC5D40E0EBD7890AFA3E401801EA7A00AC5D4030491DD802FA3E4050584B9CFDAB5D40F0E9D014FAF93E408074EE39FAAB5D40D0F37EE8F1F93E40600FD835F7AB5D40609BDDFFECF93E40502F9108F6AB5D40700F528FEBF93E40387600F9EFAB5D40E0908A8FE7F93E40D036905EEFAB5D4060986B8FE6F93E4010E2E7E5EEAB5D40309B569DE4F93E40D0231BBCEDAB5D40804BA5B1D3F93E40C84950B2EBAB5D40801E7BE1C1F93E4000DE66EAE8AB5D409028E452AEF93E40900E5CA6E5AB5D40F09702EB9BF93E40505FDA00E4AB5D40B0C23CB792F93E40F8E3852DE3AB5D40A0DAE0B190F93E40F814CAA6E2AB5D40A002AF5C90F93E40,3721.1297250098423
9008_4669,3,L#R#U,4669_9013#4669_4718#4669_9008,0105000020E6100000010000000102000000020000002019F6119EAC5D40C0D588DA62F13E40104E950656AC5D40B01D9F4C00F13E40,452.0763929378621
4895_9007,4,L#S#U#R,9007_9009#9007_9006#9007_4895#9007_9005,0105000020E610000001000000010200000002000000A859B8303BAD5D4040D7382148F33E4050547E38B9AC5D40D02689BD81F23E40,828.9895370938583
9001_4563,2,R#S#L#U,4563_4615#4563_4642#4563_4554#4563_9001,0105000020E610000001000000010200000002000000402DE76ED1B15D40100FE0E83BEE3E40089FDF2A81B15D4000EB00AE02EF3E40,576.4482643145145
4579_4615,4,S#R#L#U,4615_4663#4615_4779#4615_4563#4615_4579,0105000020E6100000010000000102000000020000001062605038B25D40A02C8ECD05EF3E40B80A36D607B25D40E074AA6DA4EF3E40,389.83441227158903
9001_4526,2,R#L#U#S,4526_4554#4526_9014#4526_9001#4526_4497,0105000020E610000001000000010200000002000000402DE76ED1B15D40100FE0E83BEE3E40D8BDF47A80B15D40201F1957CEED3E40,507.30583955729844
4534_4502,2,S#R#L#U,4502_4464#4502_4520#4502_4474#4502_4534,0105000020E61000000100000001020000000300000000F58296E8AD5D40105702F43EEE3E4078FFBF21DCAD5D403011428914EE3E404873C97DBAAD5D40104C5D559DED3E40,383.50240985574857
4582_4474,2,R#S#L#U,4474_4502#4474_4438#4474_4448#4474_4582,0105000020E6100000010000000102000000040000000000505543AE5D400000004248ED3E40B387EE403AAE5D40196A1C0315ED3E408DA36AA22CAE5D40FE748FAECAEC3E400B0F584125AE5D40966FA6D7A0EC3E40,333.1782812049599
4582_4534,3,L#R#U,4534_4502#4534_4556#4534_4582,0105000020E6100000010000000102000000020000000100E85343AE5D400100004248ED3E4018E28196E8AD5D4086A206F43EEE3E40,674.0602957735318
